INDEX;EVENT_ID;EVENT_NAME;EVENT_INDEX;PARAGRAPH_ID;PARAGRAPH_INDEX;STRING_ID;STRING_INDEX;TEXT_ORIGINAL;TEXT_TRADUZIDO
0;0FF56E57;FOX_VENOM_002;0;0;0;0;0;Eso habrá que verlo, Star Wolf.;Veremos isso, Star Wolf.
1;78F25EC1;FOX_VENOM_003;1;0;0;0;0;¡No puede ser!;Não pode ser!
2;6696CB62;FOX_VENOM_004;2;0;0;0;0;¡¿Padre?!;Pai?!
3;1191FBF4;FOX_VENOM_005;3;0;0;0;0;Nada, nada... Todo va bien.;Nada, nada... Está tudo bem.
4;0898AA4E;FOX_VENOM_006;4;0;0;0;0;¡Tu fin está cerca, Andross!;Seu fim está próximo, Andross!
5;7F9F9AD8;FOX_VENOM_007;5;0;0;0;0;¿General? ¿Me puede decir;General? O senhor pode me dizer
6;7F9F9AD8;FOX_VENOM_007;5;0;0;1;1;qué pasa aquí?;o que está acontecendo aqui?
7;6F208749;FOX_VENOM_008;6;0;0;0;0;Por supuesto, general.;Claro, general.
8;6F208749;FOX_VENOM_008;6;0;0;1;1;¡Le pararé los pies a Andross!;Vou deter o Andross!
9;1827B7DF;FOX_VENOM_009;7;0;0;0;0;¡Padre!;Pai!
10;07D57F29;FALCO_VENOM_001;8;0;0;0;0;¡Reconozco que te has lucido,;Tenho que admitir que você se saiu muito bem,
11;07D57F29;FALCO_VENOM_001;8;0;0;1;1;Fox!;Fox!
12;6B99952A;PEPPY_VENOM_001;9;0;0;0;0;¡Fox! ¡Estás a salvo!;Fox! Você está a salvo!
13;7290C490;PEPPY_VENOM_002;10;0;0;0;0;¿Qué te pasa, Fox?;O que está acontecendo, Fox?
14;0D3D7DF5;SLIPPY_VENOM_001;11;0;0;0;0;¡Yuju! ¡Bien hecho, Fox!;Uhuuu! Muito bem, Fox!
15;5D93F463;PEPPER_VENOM_004;12;0;0;0;0;Así que Venom era en realidad;Então, Venom era na verdade um
16;5D93F463;PEPPER_VENOM_004;12;0;0;1;1;un inmenso portal dimensional...;portal dimensional gigantesco...
17;2A94C4F5;PEPPER_VENOM_005;13;0;0;0;0;¡Debemos dar con el paradero;Precisamos descobrir o paradeiro
18;2A94C4F5;PEPPER_VENOM_005;13;0;0;1;1;de Andross!;de Andross!
19;339D954F;PEPPER_VENOM_006;14;0;0;0;0;Deprisa, Fox. ¡El tiempo apremia!;Depressa, Fox. O tempo está se esgotando!
20;449AA5D9;PEPPER_VENOM_007;15;0;0;0;0;Contamos contigo, Fox.;Contamos com você, Fox.
21;5425B848;PEPPER_VENOM_008;16;0;0;0;0;Ese pilar de luz...;Aquele pilar de luz...
22;5425B848;PEPPER_VENOM_008;16;0;0;1;1;¿Qué será?;O que será?
23;232288DE;PEPPER_VENOM_009;17;0;0;0;0;¡La luz se está apagando!;A luz está se apagando!
24;232288DE;PEPPER_VENOM_009;17;0;0;1;1;¡Sigue así, Fox!;Continue assim, Fox!
25;2A86A40E;PEPPER_VENOM_016;18;0;0;0;0;¿Me recibes, Fox?;Você está me ouvindo, Fox?
26;5D819498;PEPPER_VENOM_017;19;0;0;0;0;Sí, a eso iba. Andross nos ayudó;Sim, era isso mesmo. Andross nos ajudou
27;5D819498;PEPPER_VENOM_017;19;0;0;1;1;a desarrollar un sistema de;a desenvolver um sistema de
28;5D819498;PEPPER_VENOM_017;19;0;0;2;2;teletransporte con fines pacíficos.;teletransporte para fins pacíficos.
29;4D3E8909;PEPPER_VENOM_018;20;0;0;0;0;Pero, cegado por el poder y;Mas, cego pelo poder e
30;4D3E8909;PEPPER_VENOM_018;20;0;0;1;1;la avaricia, intentó usar esa tecnología;pela ganância, ele tentou usar essa tecnologia
31;4D3E8909;PEPPER_VENOM_018;20;0;0;2;2;para su propio beneficio.;para seu próprio benefício.
